Resume ID,Company,Dates,total_gap_years,gap_greater_equal_2_years
319,"['Company Name\n\nHR Assistant\n\n', 'Company Name\n\nClient Service Representative\n\n', 'Company Name\n\nAssistant / Office Manager\n\n', 'Company Name\n\nObstetrician Technician\n\n', 'Company Name\n\nPharmacy Technician\n\n']","['2008to2024', '2007to2008', '2005to2006', '2000to2006', '1999to2000']",0,False
322,"['Payroll Accountant\n\nCompany Name\n\n', 'Accounts Receivable\n\nCompany Name\n\n', 'Accounting/Finance Intern\n\nCompany Name\n\n']","['2014to2024', '2013to2014', '2013to2013']",0,False
324,"['Director of Finance\n\nCompany Name\n\n', 'Director of Finance - UHC M&R\n\nCompany Name\n\n', 'Manager - Operations Support and Planning\n\nCompany Name\n\n', 'Lead Business Analyst\n\nCompany Name\n\n', 'Senior Business Analyst\n\nCompany Name\n\n', 'Senior Business Analyst\n\nCompany Name\n\n']","['2006to2011', '2004to2006', '2002to2024', '2002to2004', '2001to2002', '1999to2001']",0,False
328,,['to2024'],0,False
33,"['Accountant\n\nCompany Name\n', 'SAP Consultant\n\nCompany Name\n', 'Financial Analyst\n\nCompany Name\n', 'Accountant\n\nCompany Name\n']","['2014to2024', '2013to2013', '2011to2013', '2009to2010']",0,False
332,"['Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Administrative Officer\nCETENA GROUP â€“ Kabul, Afghanistan\n']","['2012to2013', '2011to2012', '2010to2010', '2006to2010']",0,False
333,"['FINANCE SPECIALIST\n\nCompany Name\n\n', 'BOOKKEEPER\n\nCompany Name\n\n', 'OFFICE MANAGER, BOOKKEEPER\n\nCompany Name\n\n', 'TITLE AND ESCROW AGENT\n\nCompany Name\n\n', 'FULL CHARGE BOOKKEEPER/REAL ESTATE SALEPERSON\n\nCompany Name\n\n']","['2010to2024', '2008to2010', '2008to2008', '2007to2008', '1995to2007']",0,False
334,"['Professional Fitness Trainer, Group Instructor\n\nCompany Name\n\n', 'Manager/Certified Personal Trainer\n\nCompany Name\n\n', 'Kenny G (World Class Saxaphone Performer).Massage Therapist\n\nCompany Name\n\n', 'Professional Triathlete\n\nCompany Name\n\n', 'Hostess\n\nCompany Name\n\n', 'Membership Manager\n\nCompany Name\n\n']","['2015to2024', '1995to2024', '1994to1995', '1993to1994', '1989to1995', '1987to1990']",0,False
337,"['Company Name\n\nï¼\u200b\n', 'Company Name\n\nï¼\u200b\n', 'Company Name\n\nï¼\u200b\n']","['2014to2024', '2013to2014', '2008to2024']",0,False
338,"['Customer Service Advocate\n\nCompany Name\n', 'Sales Manager\n\nCompany Name\n', 'Sales Manager\n\nCompany Name\n', 'Data Entry operator\n\nCompany Name\n', 'Loan Servicing Representative\n\nCompany Name\n']","['2015to2016', '1995to2014', '1990to1995', '1986to1990', '1985to1986']",0,False
340,"['Customer Care Advocate\n\nCompany Name\n\n', 'Customer Care Representative\n\nCompany Name\n\n', 'Makeup Artist\n\nCompany Name\n\n', 'Server/Waitress\n\nCompany Name\n\n', 'Skincare Specialist\n\nCompany Name\n\n', 'Beauty Advisor Manager\n\nCompany Name\n\n', 'Server/Waitress\n\nCompany Name\n\n', 'Makeup Artist\n\nCompany Name\n\n', 'Skincare Specialist\n\nCompany Name\n\n', 'Beauty Advisor Manager\n\nCompany Name\n\n']","['2019to2024', '2017to2019', '2013to2014', '2013to2014', '2009to2024', '2009to2014', '2006to2009', '2006to2009', '2005to2006', '2005to2006']",0,False
342,"['Staff Accountant\n\nCompany Name\n\n', 'Senior Accountant\n\nCompany Name\n\n', 'Tax Analyst\n\nCompany Name\n\n', 'Staff Accountant II\n\nCompany Name\n\n', 'Staff Auditor II\n\nCompany Name\n\n']","['2016to2024', '2016to2016', '2012to2015', '2009to2011', '2006to2009']",0,False
344,"['Group Fitness Instructor\n\nCompany Name\n\n', 'Group Fitness Instructor\n\nCompany Name\n\n', 'Fitness Instructor\n\nCompany Name\n\n', 'Group Fitness Instructor\n\nCompany Name\n\n', 'Pharmaceutical Sales Representative\n\nCompany Name\n\n', 'Product Marketing Specialist\n\nCompany Name\n\n', 'Public Relations Representative\n\nCompany Name\n\n', 'Trainer/Coach\n\nCompany Name\n\n']","['2013to2024', '2007to2024', '2005to2007', '2005to2006', '2003to2005', '1999to2004', '1997to1999', '1993to1995']",0,False
346,"['Accountant\n\nCompany Name\n', 'Accounting Clerk\n\nCompany Name\n', 'Church Administrator\n\nCompany Name\n']","['2016to2024', '2010to2016', '2006to2024']",0,False
348,"['State\n\nAdministrative Assistant\n\n', 'State\n\nAdministrative Assistant II\n\n', 'State\n\nEA/Project Manager\n\n', 'State\n\nEA/Supervising Corporate Assistant\n\n', 'State\n\nEA/Corporate Assistant\n\n', 'State\n\nExecutive Assistant\n\n']","['2014to2015', '2013to2014', '2012to2013', '2008to2012', '2001to2008', '2000to2001']",0,False
349,"['Corporate Director of Finance\n\nCompany Name\n\n', 'Senior Manager of Finance\n\nCompany Name\n\n', 'Senior Manager\n\nCompany Name\n\n', 'Operations Analyst\n\nCompany Name\n\n', 'Budget and Reporting Analyst\n\nCompany Name\n\n', 'Staff Accountant\n\nCompany Name\n\n', 'Took on a more active role in monitoring of fixed assets.\nCompany Name\n\n', 'General Manager\n\nCompany Name\n\n']","['2014to2024', '2013to2014', '2011to2013', '2008to2011', '2007to2008', '2006to2007', '2004to2006', '2002to2004']",0,False
351,"['Customer Service Specialist\n\nCompany Name\n', 'Framing Expert\n\nCompany Name\n', 'Summer Intern\n\nCompany Name\n']","['2014to2024', '2011to2014', '2010to2012']",0,False
352,"['VP of Information Technology\n\nCompany Name\n\n', 'VP of Information and Security Technology\n\nCompany Name\n\n', 'Director of Information Technology\n\nCompany Name\n\n', 'Information Technology Manager\n\nCompany Name\n\n', 'Application Developer\n\nCompany Name\n\n', 'Electronics Technician\n\nCompany Name\n\n']","['2014to2017', '2009to2014', '2006to2009', '2003to2006', '2002to2003', '1997to2001']",0,False
353,"['Director of Information Technology\n\nCompany Name\n', 'Team Leader\n\nCompany Name\n', 'Chief Information Officer\n\nCompany Name\n', 'Director of Applications Development\n\nCompany Name\n']","['2012to2015', '2005to2012', '2000to2005', '1996to2000']",0,False
355,"['Group Fitness Instructor\n\nCompany Name\n\n', 'Yoga & Group Fitness Instructor\n\nCompany Name\n\n', 'Yoga & Group Fitness Instructor\n\nCompany Name\n\n', 'Group Fitness Instructor\n\nCompany Name\n\n', 'Yoga & Group Fitness Instructor\n\nCompany Name\n\n', 'Group Fitness Instructor\n\nCompany Name\n\n', 'Group Fitness Instructor\nCompany Name\n\n']","['2016to2016', '2014to2016', '2012to2014', '1998to2012', '1998to2000', '1998to2000', '1994to1998']",0,False
360,,['to2024'],0,False
363,"['Group Fitness Instructor\n\nCompany Name\n', 'Assistant\n\nAn Assistant\n\n']","['2014to2014', '2011to2013']",0,False
367,"['HR Manager\n\nCompany Name\n\n', 'Sr. HR Generalist\n\nCompany Name\n\n', 'HR Representative\n\nCompany Name\n\n', 'Employment Specialist\n\nCompany Name\n\n', 'HR Generalist\n\nCompany Name\n\n', 'Human Resources Specialist\n\nCompany Name\n\n', 'Human Resources Coordinator\n\nCompany Name\n\n', 'HR Assistant\n\nCompany Name\n\n']","['2013to2024', '2011to2013', '2009to2011', '2008to2009', '2007to2008', '2006to2007', '2002to2006', '1998to2002']",0,False
369,"['Director of Information Technology\n\n,\n', 'Network Services Manager\n\n,\n', 'Data Communications Analyst\n\n,\n', 'Electronics Technician\n\n,\n']","['2000to2014', '1998to2000', '1989to1998', '1986to1989']",0,False
376,,['to2024'],0,False
377,"['Company Name\n\nFinance Manager\n\n', 'Company Name\n\nPortfolio Administrator\n\n', 'Company Name\n\nStaff Accountant\n\n', 'Company Name\n\nAdvanced Staff Auditor\n\n']","['2003to2024', '2000to2001', '1998to2000', '1996to1998']",0,False
378,"['Company Name\n\nHR Analyst\n\n', 'Company Name\n\nHR Coordinator\n\n', 'Company Name\n\nSenior HR Coordinator Sales\n\n']","['2012to2015', '2012to2012', '2008to2012']",0,False
379,"['Finance Assistant\n\nCompany Name\n\n', 'CSR\n\nCompany Name\n\n', 'Title Clerk\n\nCompany Name\n\n', 'Cashier/Receptionist\n\nCompany Name\n\n', 'Cashier/CSR\n\nCompany Name\n\n']","['2016to2017', '2016to2016', '2015to2016', '2014to2017', '2010to2014']",0,False
380,"['Senior HR\n\nCompany Name\n\n', 'Industrial Development DirectorDanone - Minster, OHDevelopment of consistent technical training to assure\n', 'Environmental, Health & Safety DirectorDannon - Minster, OHEstablished and led regional safety and\n', 'lead to assure bench strength in industrial manager and supervisor roles.\nCompany Name\n', 'Reason left - trailing spouse.\nCompany Name\n', 'Reason left - plant closure Human Resource ManagerIngersoll-Rand ARO Fluid Products Division - Angola,\n', 'Human Resource ManagerHendrickson Truck Suspension - Kendallville, INOversaw human resource\n']","['2015to2024', '2010to2015', '2007to2010', '2002to2007', '2000to2002', '1996to1999', '1989to1996']",0,False
381,,['to2024'],0,False
384,"['Special projects as required.\nAccounting Coordinator Associate\n\n', 'Assisted with testing, identifying gaps and recommending new improvements on processing work more efficiently.\nAuditor\n\n', ""Document sessions to track reviewer's progress and provide improvement based on my analysis.\nClaims reviewer\n\n"", 'Trained and coached lower level claims reviewer.\nPayment Analyst\n\n', 'Performed other duties as assigned by supervisor or manager.\nTrust Control Reconciliation Specialist\n\n']","['2011to2014', '2007to2011', '2007to2007', '2004to2007', '1999to2004']",0,False
385,"['Fitness Consultant\n\nCompany Name\n', 'Also, did outside marketing to help drive in business and conducted calls to prospective members.\n08/2012\n\nto\n05/2013']","['2013to2014', '2012to2013']",0,False
386,"['Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n']","['2013to2013', '2011to2012', '2011to2011', '2008to2008', '2006to2008', '2001to2006']",0,False
387,"['Senior Accountant\n\nCompany Name\n\n', 'Accountant II\n\nCompany Name\n\n', 'Accountant II\n\nCompany Name\n\n', 'Associate\n\nCompany Name\n\n']","['2015to2024', '2013to2014', '2008to2013', '2006to2008']",0,False
389,"['Vice President, Corporate Finance\n\nCompany Name\n\n', 'Vice President/Controller\n\nCompany Name\n\n', 'Corporate Controller\n\nCompany Name\n\n', 'Managed the accounting and financial reporting over the new construction and operations of a large community hospital.Audit Professional\n\nCompany Name\n\n']","['2015to2024', '2012to2015', '2006to2012', '1997to2006']",0,False
394,"['for motivating citizen participation requiring extensive library database research.\nRELEVANT COURSE PROJECTS\n', 'charts Manage all job openings on various job boards including local colleges and passionately pursue potential candidates at career fairs\nSupport all HR activities including resolving internal matters as needed to ensure smooth, efficient functioning of HR department.\n']","['2014to2024', '2004to2014']",0,False
397,"['Customer Care Representative\n\n,\n']",['2013to2014'],0,False
4,"['\nStaff Accountant\n\n', 'the medical and dental plans.\nAdministrative Assistant\n\n', '(WIA) budget expenditures.\nAccounting Supervisor I\n\n', 'Assisted with staff hiring decisions and HR policies and procedures, including interview criteria, benefit administration, personnel dispute resolution,\nand leave policies. Reviewed HR documents, delegations of authority, and acting status papersAccounting Technician II\n\n']","['2010to2024', '2008to2009', '2007to2008', '2002to2008']",0,False
403,"['Accountant\n\nCompany Name\n', 'Customer Service Rep\n\nCompany Name\n', 'Store Manager\n\nCompany Name\n']","['2010to2024', '2007to2010', '2005to2007']",0,False
404,"['Finance Officer\n\n,\n', 'Tourism Assistant\n\n,\n', 'Finance Officer and Acting BIR Representative\n\n,\n', 'Account Examiner\n\n,\n']","['1997to2014', '1994to1997', '1985to1993', '1980to1985']",0,False
406,"['Manager / Fitness Instructor\n\nCompany Name\n\n', 'Cocktail Waitress\n\nCompany Name\n\n', 'Waitress\n\nCompany Name\n\n', 'Waitress\n\nCompany Name\n\n', 'Waitress / Cocktail Server / Beer Tub\n\nCompany Name\n\n']","['2014to2024', '2013to2013', '2013to2013', '2013to2013', '2012to2012']",0,False
42,"['Assistant Manager - HR\n\n,\n', 'Assistant Manager - HR\n\n,\n', 'Assistant Manager - HR\n\n,\n']","['2012to2013', '2010to2011', '2008to2010']",0,False
421,"['Information Technology Supervisor\n\nCompany Name\n\n', 'Information Technology Technician\n\nCompany Name\n\n', 'Radiology Technologist\n\nCompany Name\n\n', 'Command Post Controller\n\nCompany Name\n\n']","['2011to2014', '2009to2011', '2008to2008', '2001to2005']",0,False
425,"['Information Technology Manager\n\nCompany Name\n\n', 'Computer Manufacturing Supervisor\n\nCity\n', 'Quality Assurance Supervisor\n\nCompany Name\n\n']","['2000to2024', '1998to1999', '1995to1998']",0,False
427,['Community Advocate\n\nCompany Name\n\n'],['2015to2016'],0,False
428,"['Accountant\n\nCompany Name\n', 'Financial Analyst\n\nCompany Name\n', 'Accounting Specialist\n\nCompany Name\n', 'Title Specialist\n\nCompany Name\n', 'General Manager\n\nCompany Name\n']","['2006to2014', '2005to2006', '2004to2005', '2002to2004', '2000to2002']",0,False
43,"['State\n\nHR COORDINATOR\n\n', 'State\n\nHUMAN RESOURCES/OFFICE MANAGER\n\n']","['2011to2024', '2003to2011']",0,False
430,"['Accountant I\n\nCompany Name\n\n', 'Staff Accountant/General Accounting Supervisor\n\nCompany Name\n\n', 'Accounts Payable Clerk\n\nCompany Name\n\n', 'Tax Associate\n\nCompany Name\n\n', 'Associate Administrative Assistant\n\nCompany Name\n\n', 'Administrative Assistant/Bookkeeper\n\nCompany Name\n\n', 'Work-Study Student Employee\n\nCompany Name\n\n', 'Work-Study Student Employee\n\nCompany Name\n\n']","['2014to2024', '2011to2014', '2010to2011', '2009to2010', '2008to2011', '2008to2009', '2007to2008', '2004to2005']",0,False
431,"['Accountant\n\nCompany Name\n\n', 'Sales & Use Tax Administrator\n\nCompany Name\n\n', 'Accounting Associate\n\nCompany Name\n\n', 'Government Collections Representative\n\nCompany Name\n']","['2012to2024', '2011to2012', '2008to2011', '2004to2008']",0,False
435,"['State\n\nAccounting and Finance Supervisor\n\n', 'State\n\nAdministrator/Accountant\n', 'State\n\nAssistant Controller\n\n', 'State\n\nSeasonal Tax Advisor\n', 'State\n\nAccount Executive\n']","['2017to2017', '2015to2017', '2013to2015', '2012to2013', '2008to2013']",0,False
436,,['to2024'],0,False
440,"['Finance Director\n\nCompany Name\n', 'Corporate Controller\n\nCompany Name\n', 'SR Tax Analyst\n\nCompany Name\n']","['2012to2016', '2008to2012', '2003to2007']",0,False
442,"['Company Name\n\nï¼\u200b\n', 'Assistant Operations Manager\nOversee daily operations of the department of 15 staff members.\n', 'Item Fraud Coordinator\n\nCompany Name\n', 'Bank Teller\n\nCompany Name\n']","['2013to2024', '2002to2011', '2001to2002', '2000to2001']",0,False
455,"['Accountant III\n\nCompany Name\n', 'Credit / Collections Analyst\n\nCompany Name\n', 'Accounting Coordinator\n\nCompany Name\n']","['2007to2024', '1999to2007', '1996to1999']",0,False
458,"['HR Manager\n\nCompany Name\n\n', 'Sr. HR Manager\n\nCompany Name\n\n', 'HR Director\n\nCompany Name\n\n', 'HR Representative\n\nCompany Name\n\n']","['2015to2024', '2013to2015', '2008to2012', '2001to2007']",0,False
46,"['Company Name\nCompletion of opening customer account using National bank of Egypt system.\n', 'Dealing directly with customers either by telephone, electronically or face to face.\nRespond promptly to customer inquiries.\n', 'General Accountant\n\nCompany Name\n', 'General Accountant\n\nCompany Name\n']","['2014to2016', '2013to2014', '2011to2013', '2010to2011']",0,False
463,"['Patient Advocate\n\nCompany Name\n\n', 'Tax Preparer/Office Manager\n\nCompany Name\n\n', 'Tax Preparer/Office Manager\n\nCompany Name\n\n']","['2009to2014', '2005to2009', '2002to2004']",0,False
464,"['Customer Service Rep\n\nCompany Name\n\n', 'Aprentice Tech\n\nCompany Name\n\n']","['2015to2024', '2014to2015']",0,False
465,"['Company Name\nInformation Systems Specialist\n\n', ' Helpdesk.\nCable Installer and Maintainer\n\n', 'Accountable for thousands of dollars of equipment to include Fluke Networks Products.\nOperator\n\n']","['2011to2012', '2010to2011', '2009to2010']",0,False
467,"['%.Awarded with the Tech of the quarter for contributions to mission.\nInformation Technology Specialist\n\n', 'performance measures and key performance parameters.\nSystems Engineer\n\n', 'Recommend architectural improvements, design solutions and integration solutions.\nSystems Engineer Associate\n\n']","['2013to2015', '2010to2013', '2009to2010']",0,False
47,"['Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n']","['2011to2015', '2009to2011', '2006to2007', '2001to2006']",0,False
475,"['Finance Manager\n\nCompany Name\n\n', 'Accounting Technician\n\nCompany Name\n\n', 'Owner/Bookkeeper\n\nCompany Name\n\n', 'Office Manager\n\nCompany Name\n\n']","['2009to2015', '2006to2009', '2006to2006', '2003to2005']",0,False
476,"['State\n\nFitness Instructor\n\n', 'State\n\nOffice Assistant/Server\n\n', 'State\n\nWellness Coordinator/Group Instructor\n\n']","['2015to2024', '2014to2024', '2012to2013']",0,False
480,"['DIRECTOR OF FINANCE\n\nCompany Name\n\n', 'CHIEF FINANCIAL OFFICER\n\nCompany Name\n\n', 'DIRECTOR OF FINANCE\n\nCompany Name\n\n', 'DIRECTOR OF FINANCE AND ADMINISTRATION\n\nCompany Name\n\n']","['2012to2024', '2009to2012', '2007to2009', '2000to2007']",0,False
481,"['HR Employee Relations Specialist\n\nCompany Name\n', 'Store Operations Associate\n\nCompany Name\n', 'Clerical/Staff Associate IV\n\nCompany Name\n']","['2015to2024', '2014to2015', '2001to2013']",0,False
482,,['to2024'],0,False
483,"['Information Technology Specialist\n\n,\n', 'Computer Systems Administrator\n\n,\n', 'Information Assurance/Network Security\n\n,\n']","['2012to2024', '2007to2012', '2006to2007']",0,False
487,"['Accountant\n\nCompany Name\n\n', 'Accountant\n\nCompany Name\n\n', 'Staff Accountant/ Lease Administrator\n\nCompany Name\n\n', 'Assistant Claim Approver\n\nCompany Name\n\n', 'Proof Operator\n\nCompany Name\n\n', 'Billing Associate\n\nCompany Name\n\n', 'Account Receivable Clerk\n\nCompany Name\n\n']","['2001to2024', '1999to2001', '1996to1999', '1992to1996', '1991to1992', '1988to1990', '1984to1988']",0,False
489,"['HR Coordinator\n\nCompany Name\n\n', 'Owner/Operator\n\nCompany Name\n\n', 'Office Manager\n\nCompany Name\n\n']","['2012to2024', '2009to2012', '2003to2009']",0,False
490,"['Retreat center\nCustomer Service Specialist Contractor\n\n', 'Follows up with customers on unresolved issues.\nOutreach Pastor\n\n', ""Facilitates a Starting Point class as the first step in an attendee's connection and involvement in the church.\nQuality Assurance Analyst\n\n"", 'Coached and trained entry level to senior employees on policy changes affecting customer satisfaction.\nCustomer Service Representative\n\n', 'Asked open-ended questions to assess customer needs.\nShift Supervisor/Manager\n\n', 'Implemented innovative programs to increase employee loyalty and reduce turnover.\nTeacher and Coach\n\n']","['2014to2016', '2014to2016', '2013to2014', '2011to2013', '2008to2011', '2007to2008']",0,False
494,"['State\n\nInformation Technology Manager\n\n', 'State\n\nTechnical Project Lead\n\n', 'State\n\nSystems Engineer\n\n', 'State\n\nNetwork Analyst\n\n', 'State\n\nNight Desk Supervisor\n\n', 'State\n\nSenior Network Engineer\n\n', 'State\n\nNetwork Analyst\n\n', 'State\n\nNetwork Support Specialist\n\n', 'State\n\nService Manager\n\n']","['2007to2024', '2005to2007', '2004to2005', '2001to2003', '2000to2001', '1999to2000', '1997to1999', '1993to1997', '1988to1993']",0,False
496,"['Company Name\n\nContract Accountant\n\n', 'Company Name\n\nQuality Manager\n\n', 'Company Name\n\nSenior Staff Accountant Promoted to Quality Manager\n\n', 'Company Name\n\nStaff Accountant\n\n', 'Company Name\n\nStaff Accountant\n\n', 'Company Name\n\nAccounts Receivable\n\n']","['2014to2024', '2008to2014', '2008to2013', '2004to2008', '2004to2004', '2003to2004']",0,False
497,"['Accountant II\n\n,\n', 'Human Resources and Compliance Assistant\n\n,\n', 'Accounting Assistant\n\n,\n']","['2013to2024', '2011to2013', '2010to2013']",0,False
502,"['Maintain the Assets Register and calculate the depreciation on monthly basis.\nCredit Controlling, taking care of collection as well as controlling the entire branch finance Operation.\n', 'Guarantee and Export documentation preparation, creditors bills processing; Service Tax, Central Excise, PF, ESI Etc.\nKolkata | Finance Officer\n\n', 'Etc.\nKolkata | Account Assistant\n\n']","['2008to2012', '2006to2008', '2004to2006']",0,False
505,"['Accountant\n\n,\n', 'Branch Service Specialist\n\n,\n', 'Cashier\n\n,\n', 'Completed tasks quickly and handled multiple responsibilities at the same time.\n\n,\n', 'Branch Service Specialist\n\n,\n', 'Cashier\n\n,\n']","['2020to2024', '2020to2024', '2017to2020', '2017to2020', '2012to2017', '2012to2017']",0,False
506,"['Finance Manager\n\nCompany Name\n\n', 'Finance Manager/Director\n\nCompany Name\n\n', 'Finance Manager/Senior Analyst\n\nCompany Name\n\n', 'Financial Consultant\n\nCompany Name\n\n', 'Finance Manager\n\nCompany Name\n\n', 'Integrated the daily finance support of Institutional Trust acquisitionsSenior/Lead Analyst\n\nCompany Name\n\n']","['2007to2024', '2005to2007', '2003to2005', '2002to2003', '2001to2002', '1998to2001']",0,False
51,"['Information Technology Specialist\n\n,\n', 'Shift Leader\n\n,\n', 'Customer Service Representative\n\n,\n', 'Chef\n\n,\n', 'Information Technology Specialist\n\n,\n', 'Shift Leader\n\n,\n', 'Customer Service Representative\n\n,\n', 'Chef\n\n,\n']","['2019to2024', '2019to2024', '2017to2017', '2017to2017', '2016to2024', '2016to2024', '2016to2017', '2016to2017']",0,False
510,"['Tax Accountant\n\n,\n', 'Intern\n\n,\n', 'Wholesale Banking Intern\n\n,\n', 'Tax Accountant\n\n,\n', 'Intern\n\n,\n', 'Wholesale Banking Intern\n\n,\n']","['2016to2024', '2016to2024', '2015to2015', '2015to2015', '2014to2014', '2014to2014']",0,False
511,"['VP Finance & IS&T\n\nCompany Name\n\n', 'VP Global Digital and US Sales\n\nCompany Name\n\n', 'VP Finance\n\nCompany Name\n\n', 'Manager\n\nCompany Name\n\n', 'Corporate Controller\n\nCompany Name\n\n', 'Corporate Controller\n\nCompany Name\n\n']","['2012to2024', '2009to2011', '2005to2008', '2001to2005', '1994to2001', '1990to1994']",0,False
514,"['HR Specialist\n\nCompany Name\n', 'HR Analyst\n\nCompany Name\n', 'Manager, Classification/Compensation\n\nCompany Name\n', 'Manager, Recruitment/Classification/Compensation\n\nCompany Name\n', 'Senior HR Analyst\n\nCompany Name\n', 'Senior HR Analyst\n\nCompany Name\n', 'Training And Development Specialist\n\nCompany Name\n']","['2016to2017', '2014to2015', '2013to2013', '2012to2013', '2004to2013', '2000to2004', '1996to2000']",0,False
516,"['Assistant Director of Finance\n\nCompany Name\n', 'Planning and Analysis Manager\n\nCompany Name\n', 'Senior Analyst\n\nCompany Name\n', 'Senior Consolidations Accountant\n\nCompany Name\n', 'General Ledger Accountant\n\nCompany Name\n']","['2013to2024', '2010to2013', '2008to2010', '2006to2008', '2003to2006']",0,False
52,"['Corporate Accountant\n\nCompany Name\n\n', 'VP of Finance/Operations\nCompany Name\n\n', 'Controller/Office Manager\n\nCompany Name\n\n', 'IT Administrator\n\nCompany Name\n\n', 'Assistant Controller\n\nCompany Name\n\n', 'Property Accountant\n\nCompany Name\n\n', 'Controller/Accounting Manager\n\nCompany Name\n\n', 'Charge Accountant\n\nCompany Name\n\n', 'Production Manager/Accounting Supervisor\n\nCompany Name\n\n']","['2015to2016', '2013to2024', '2012to2024', '2012to2015', '2009to2013', '2001to2008', '1994to2002', '1993to1994', '1988to1993']",0,False
521,"['Assistant to CFO\n\nCompany Name\n\n', 'Charter Sales Rep and Flight Dispatcher\n\nCompany Name\n\n', 'Charter Sales and Flight Dispatcher\n\nCompany Name\n\n']","['2008to2024', '2006to2008', '2000to2005']",0,False
522,"['Information Technology Specialist\n\nCompany Name\n', 'Computer Specialist\n\nCompany Name\n', 'Computer Specialist\n\nCompany NameÂ\n', 'Mathematical Statistician\n\nCompany Name\n']","['2006to2024', '1996to2006', '1994to1996', '1988to1994']",0,False
526,"['HR Specialist\nCompany Name\n\n', 'Leasing Agent\n\nCompany Name\n\n', 'Administrative Assistant\n\nCompany Name\n\n', 'French Speaking Executive Assistant\n\nCompany Name\n\n', 'Exhibitor Services Representative\n\nCompany Name\n\n', 'Payroll Clerk\n\nCompany Name\n\n']","['2014to2014', '2012to2014', '2006to2012', '2005to2006', '2004to2005', '1999to2004']",0,False
530,"['Finance Office Associate\n\nCompany Name\n', ""DEAN'S ASSIOCIATE\n\nCompany Name\n"", 'ASSISTANT CASH OFFICER\n\nCompany Name\n', 'COMMERCIAL BANK INTERN\n\nCompany Name\n']","['2021to2024', '2019to2020', '2017to2018', '2015to2015']",0,False
531,"['Finance Manager\n\nCompany Name\n\n', 'Chief Financial Officer, CFO\n\nCompany Name\n\n', 'Manager Audit\n\nCompany Name\n\n', 'Assistant Manager\n\nCompany Name\n\n', 'Senior Auditor\n\nCompany Name\n\n']","['2017to2024', '2011to2016', '2007to2011', '2006to2006', '2002to2006']",0,False
532,"['Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n']","['2010to2016', '2009to2010', '2005to2008', '2002to2005', '1999to2005']",0,False
537,"['Customer Advocate\n\nCompany Name\n\n', 'Caregiver\n\nCompany Name\n\n', 'Club Connect Team Member\n\nCompany Name\n\n']","['2014to2024', '2013to2015', '2010to2015']",0,False
54,"['State\n\nAccountant\n\n', 'State\n\nInventory Control Manager\n\n', 'State\n\nAccounting Manager\n\n', 'State\n\nFull Charge Bookkeeper\n\n']","['2011to2017', '2008to2010', '1995to2008', '1993to1995']",0,False
540,"['Quickly respond to crisis situations when severe mental health and behavioral issues arose.\nTeacher\n\n', 'Teach students personal development skills, such as goal setting, independence, or self- advocacy.\nTeacher\n\n', 'Teach students personal development skills, such as goal setting, independence, or self- advocacy.\nMental Health Case Manager\n\n', 'Refer patients, clients, or family members to community resources or to specialists as necessary.\nTeacher\n\n']","['2011to2015', '2008to2011', '2004to2011', '2003to2007']",0,False
542,"['Accountant\n\n,\n', 'November\n\n,\n']","['2009to2012', '2009to2009']",0,False
547,"['Manager of Finance\n\n,\n', 'Insurance Agent\n\n,\n', 'Grocery Manager\n\n,\n', 'Manager\n\n,\n']","['2009to2011', '2008to2012', '2007to2008', '2004to2007']",0,False
552,"['Information Technology Manager\n\nCompany Name\n\n', 'System Analyst\n\nCompany Name\n\n', 'Graduate Assistant-Technical Writer\n\nCompany Name\n\n', 'Co-Founder, Business Manager\n\nCompany Name\n\n', 'Applications Developer\n\nCompany Name\n\n', 'Programmer Analyst\n\nCompany Name\n\n']","['2005to2024', '2003to2005', '2002to2003', '2001to2024', '2000to2001', '1995to2000']",0,False
557,"['Finance Officer\n\n,\n', 'Tourism Assistant\n\n,\n', 'Finance Officer and Acting BIR Representative\n\n,\n', 'Account Examiner\n\n,\n']","['1997to2014', '1994to1997', '1985to1993', '1980to1985']",0,False
560,"['Senior Information Technology Manager\n\nCompany Name\n\n', 'Senior Information Systems Professional\n\nCompany Name\n\n', 'Network Support Engineer\n\nCompany Name\n\n', 'Senior Technician\n\nCompany Name\n\n']","['2000to2016', '1996to1999', '1995to1996', '1993to1995']",0,False
566,"['HR Specialist\n\nCompany Name\n', 'HR Specialist\n\nCompany Name\n', 'HR/Benefits Clerk\n\nCompany Name\n', 'HR Clerk\n\nCompany Name\n', 'Receptionist\n\nCompany Name\n', 'Administrative Assistant\n\nCompany Name\n']","['2015to2024', '2010to2015', '2009to2010', '2007to2009', '2006to2007', '2005to2006']",0,False
